Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon,MP_1_Home,Min_1_Home,MP_2_Home,Min_2_Home,Gls_2_Home,Ast_2_Home,GlsPer90_2_Home,AstPer90_2_Home,MP_3_Home,Min_3_Home,Gls_3_Home,Ast_3_Home,GlsPer90_3_Home,AstPer90_3_Home,MP_4_Home,Min_4_Home,Gls_4_Home,Ast_4_Home,GlsPer90_4_Home,AstPer90_4_Home,MP_5_Home,Min_5_Home,Gls_5_Home,Ast_5_Home,GlsPer90_5_Home,AstPer90_5_Home,MP_6_Home,Min_6_Home,Gls_6_Home,Ast_6_Home,GlsPer90_6_Home,AstPer90_6_Home,MP_7_Home,Min_7_Home,Gls_7_Home,Ast_7_Home,GlsPer90_7_Home,AstPer90_7_Home,MP_8_Home,Min_8_Home,Gls_8_Home,Ast_8_Home,GlsPer90_8_Home,AstPer90_8_Home,MP_9_Home,Min_9_Home,Gls_9_Home,Ast_9_Home,GlsPer90_9_Home,AstPer90_9_Home,MP_10_Home,Min_10_Home,Gls_10_Home,Ast_10_Home,GlsPer90_10_Home,AstPer90_10_Home,MP_11_Home,Min_11_Home,Gls_11_Home,Ast_11_Home,GlsPer90_11_Home,AstPer90_11_Home,MP_1_Away,Min_1_Away,MP_2_Away,Min_2_Away,Gls_2_Away,Ast_2_Away,GlsPer90_2_Away,AstPer90_2_Away,MP_3_Away,Min_3_Away,Gls_3_Away,Ast_3_Away,GlsPer90_3_Away,AstPer90_3_Away,MP_4_Away,Min_4_Away,Gls_4_Away,Ast_4_Away,GlsPer90_4_Away,AstPer90_4_Away,MP_5_Away,Min_5_Away,Gls_5_Away,Ast_5_Away,GlsPer90_5_Away,AstPer90_5_Away,MP_6_Away,Min_6_Away,Gls_6_Away,Ast_6_Away,GlsPer90_6_Away,AstPer90_6_Away,MP_7_Away,Min_7_Away,Gls_7_Away,Ast_7_Away,GlsPer90_7_Away,AstPer90_7_Away,MP_8_Away,Min_8_Away,Gls_8_Away,Ast_8_Away,GlsPer90_8_Away,AstPer90_8_Away,MP_9_Away,Min_9_Away,Gls_9_Away,Ast_9_Away,GlsPer90_9_Away,AstPer90_9_Away,MP_10_Away,Min_10_Away,Gls_10_Away,Ast_10_Away,GlsPer90_10_Away,AstPer90_10_Away,MP_11_Away,Min_11_Away,Gls_11_Away,Ast_11_Away,GlsPer90_11_Away,AstPer90_11_Away
2017-08-11,Arsenal,4 - 3,Leicester City,W,7.000,-5.000,-2.000,16.000,13.600,20.000,23.000,0.000,0.000,0.530,0.610,175.000,88.000,5.200,4.610,2.310,0.010,-0.040,-9.000,-0.240,-18.000,-8.000,0.038,4.000,10.500,10.900,161.000,723.000,796.000,356.000,9.370,317.000,18.000,14.000,1.000,33.000,0.870,23.000,2.000,7.000,1.000,-18.000,-126.000,-10.000,6.000,8084.000,13.000,34,3039,12,822,0,0,0.00,0.00,28,2243,5,2,0.20,0.08,35,3051,2,3,0.06,0.09,27,2147,2,4,0.08,0.17,26,2163,4,8,0.17,0.33,38,3260,1,7,0.03,0.19,13,867,0,1,0.00,0.10,32,2202,14,4,0.57,0.16,28,1194,5,2,0.38,0.15,33,2965,28,2306,0,0,0.00,0.00,32,2817,0,0,0.00,0.00,38,3420,2,4,0.05,0.11,25,1921,0,1,0.00,0.05,32,1493,3,7,0.18,0.42,34,2538,2,7,0.07,0.25,27,1324,6,2,0.41,0.14,13,993,0,0,0.00,0.00,33,2898,0,3,0.00,0.09,36,2950,12,10,0.37,0.31,37,3247,20,1,0.55,0.03
2017-08-12,Watford,3 - 3,Liverpool,D,-10.000,-4.000,14.000,-34.000,-10.900,-40.000,-31.000,0.000,0.000,-1.050,-0.820,-193.000,-99.000,-6.700,-5.080,-2.610,-0.040,-0.050,26.000,0.680,51.000,28.000,-0.044,-8.000,-21.000,-9.200,-167.000,-621.000,-686.000,-366.000,-9.630,-313.000,-23.000,-10.000,-3.000,-69.000,-1.810,-58.000,-11.000,1.000,-2.000,-14.000,23.000,26.000,2.000,-7273.000,-63.000,24,2128,23,1820,3,0,0.15,0.00,12,797,1,0,0.11,0.00,2,150,0,0,0.00,0.00,28,2382,0,4,0.00,0.15,23,1902,1,2,0.05,0.09,6,447,0,0,0.00,0.00,37,3324,7,3,0.19,0.08,32,1624,5,2,0.28,0.11,3,198,0,0,0.00,0.00,15,453,1,1,0.20,0.20,19,1710,29,2127,2,1,0.08,0.04,16,1266,0,0,0.00,0.00,25,1997,1,0,0.05,0.00,19,1573,1,1,0.06,0.06,33,2387,1,2,0.04,0.08,27,2171,1,1,0.04,0.04,26,2091,3,4,0.13,0.17,37,2763,15,7,0.49,0.23,36,2907,32,10,0.99,0.31,29,2190,10,7,0.41,0.29
2017-08-12,West Brom,1 - 0,Bournemouth,W,-5.000,2.000,3.000,-13.000,-7.200,-14.000,-12.000,0.000,0.000,-0.360,-0.320,-75.000,-46.000,-5.400,-1.970,-1.210,-0.010,0.010,-5.000,-0.140,-18.000,-13.000,-0.014,4.000,10.500,-4.500,-69.000,-40.000,-305.000,-120.000,-3.160,-103.000,-17.000,3.000,3.000,-25.000,-0.650,-15.000,-3.000,0.000,-1.000,77.000,-53.000,123.000,12.000,-3106.000,-40.000,37,3330,29,2310,0,1,0.00,0.04,28,2510,2,0,0.07,0.00,38,3386,2,0,0.05,0.00,16,903,0,0,0.00,0.00,34,2674,2,2,0.07,0.07,30,2093,2,2,0.09,0.09,26,1920,0,7,0.00,0.33,30,1406,1,0,0.06,0.00,10,537,1,0,0.17,0.00,37,2812,7,1,0.22,0.03,38,3420,32,2705,0,1,0.00,0.03,34,2767,2,1,0.07,0.03,38,3353,2,3,0.05,0.08,35,3002,1,3,0.03,0.09,25,1856,2,5,0.10,0.24,20,985,0,0,0.00,0.00,13,960,1,0,0.09,0.00,26,2004,5,3,0.22,0.13,17,611,0,0,0.00,0.00,33,2453,8,3,0.29,0.11
2017-08-12,Everton,1 - 0,Stoke City,W,6.000,-2.000,-4.000,16.000,4.600,8.000,-2.000,0.000,0.000,0.220,-0.060,-31.000,-13.000,-0.900,-0.810,-0.340,0.010,0.060,-10.000,-0.260,-36.000,-30.000,-0.015,4.000,10.500,2.800,-23.000,89.000,36.000,-43.000,-1.130,-32.000,0.000,-8.000,-4.000,8.000,0.210,3.000,3.000,4.000,2.000,14.000,42.000,15.000,-7.000,2312.000,61.000,38,3420,22,1909,2,3,0.09,0.14,30,2560,0,1,0.00,0.04,24,1834,1,0,0.05,0.00,25,2065,0,0,0.00,0.00,30,2130,0,0,0.00,0.00,31,2268,10,2,0.40,0.08,33,2751,2,1,0.07,0.03,7,251,0,0,0.00,0.00,8,278,0,0,0.00,0.00,32,1882,4,6,0.19,0.29,35,3150,31,2718,0,1,0.00,0.03,34,2888,1,0,0.03,0.00,27,2371,1,1,0.04,0.04,20,1525,0,0,0.00,0.00,36,3139,2,6,0.06,0.17,27,2219,1,1,0.04,0.04,1,71,0,0,0.00,0.00,15,494,0,1,0.00,0.18,35,2596,6,2,0.21,0.07,36,3039,8,7,0.24,0.21
2017-08-12,Southampton,0 - 0,Swansea City,D,-1.000,6.000,-5.000,3.000,6.300,9.000,3.000,0.000,0.000,0.240,0.080,107.000,39.000,1.700,2.810,1.020,-0.010,-0.020,0.000,0.000,-31.000,-35.000,-0.067,-1.000,-2.600,-0.800,113.000,158.000,280.000,230.000,6.050,201.000,13.000,-2.000,3.000,32.000,0.840,26.000,3.000,-1.000,-1.000,39.000,61.000,69.000,-1.000,1740.000,-36.000,20,1800,32,2794,0,3,0.00,0.10,24,2051,2,0,0.09,0.00,22,1980,2,0,0.09,0.00,35,3135,0,4,0.00,0.11,23,1521,3,0,0.18,0.00,36,2791,6,3,0.19,0.10,34,2897,1,0,0.03,0.00,30,1716,3,3,0.16,0.16,28,1081,5,0,0.42,0.00,31,1945,1,3,0.05,0.14,38,3420,38,3420,2,1,0.05,0.03,36,3149,0,1,0.00,0.03,34,3030,0,2,0.00,0.06,30,2676,1,1,0.03,0.03,5,302,0,0,0.00,0.00,20,1397,1,1,0.06,0.06,37,2570,0,4,0.00,0.14,15,429,0,0,0.00,0.00,31,1726,5,1,0.26,0.05,36,2852,7,2,0.22,0.06
2017-08-12,Chelsea,2 - 3,Burnley,L,7.000,-5.000,-2.000,16.000,11.500,25.000,16.000,0.000,0.000,0.660,0.430,223.000,81.000,0.700,5.860,2.140,0.000,0.000,-1.000,-0.030,-48.000,-46.000,-0.094,4.000,10.500,14.000,191.000,521.000,787.000,449.000,11.810,396.000,30.000,12.000,15.000,42.000,1.110,36.000,3.000,-6.000,1.000,78.000,-175.000,-60.000,8.000,7652.000,41.000,35,3150,27,2338,2,1,0.08,0.04,33,2855,7,2,0.22,0.06,27,2086,0,0,0.00,0.00,37,3330,2,6,0.05,0.16,10,840,1,0,0.11,0.00,32,2307,2,4,0.08,0.16,34,2994,1,1,0.03,0.03,1,17,0,0,0.00,0.00,36,1890,6,7,0.29,0.33,12,360,2,1,0.50,0.25,4,305,26,2295,0,3,0.00,0.12,31,2790,0,0,0.00,0.00,29,2610,0,0,0.00,0.00,28,2460,1,1,0.04,0.04,38,3420,2,1,0.05,0.03,15,1277,1,2,0.07,0.14,34,2331,2,2,0.08,0.08,24,1997,1,1,0.05,0.05,35,2833,2,8,0.06,0.25,30,998,4,1,0.36,0.09
2017-08-12,Crystal Palace,0 - 3,Huddersfield,L,2.000,1.000,-3.000,7.000,-0.400,19.000,7.000,0.000,0.000,0.500,0.180,103.000,26.000,-0.900,2.710,0.680,0.020,0.060,-2.000,-0.050,14.000,16.000,0.029,-1.000,-2.600,1.500,72.000,125.000,195.000,195.000,5.130,104.000,21.000,22.000,-2.000,31.000,0.820,16.000,3.000,6.000,0.000,-40.000,-1.000,-26.000,4.000,-614.000,11.000,27,2430,19,1613,0,1,0.00,0.06,28,2184,5,1,0.21,0.04,17,1435,1,0,0.06,0.00,21,1596,0,0,0.00,0.00,36,3080,10,1,0.29,0.03,24,1874,2,3,0.10,0.14,10,645,0,0,0.00,0.00,12,442,0,0,0.00,0.00,29,2549,9,3,0.32,0.11,31,2240,3,5,0.12,0.20,38,3420,24,1904,0,1,0.00,0.05,23,1588,0,0,0.00,0.00,38,3420,0,2,0.00,0.05,37,3265,0,1,0.00,0.03,16,764,0,0,0.00,0.00,36,3067,4,3,0.12,0.09,33,2452,2,0,0.07,0.00,4,170,0,0,0.00,0.00,19,1329,1,1,0.07,0.07,28,1855,7,1,0.34,0.05
2017-08-12,Brighton,0 - 2,Manchester City,L,-23.000,9.000,14.000,-60.000,-27.400,-70.000,-60.000,0.000,0.000,-1.840,-1.580,-282.000,-145.000,-9.400,-7.420,-3.810,-0.080,-0.130,27.000,0.710,86.000,62.000,0.009,-8.000,-21.100,-14.300,-220.000,-1155.000,-1040.000,-527.000,-13.870,-448.000,-24.000,-16.000,-10.000,-127.000,-3.340,-105.000,-6.000,-4.000,-3.000,58.000,189.000,21.000,14.000,-13072.000,-41.000,38,3420,14,1179,0,0,0.00,0.00,25,2016,0,0,0.00,0.00,38,3420,1,1,0.03,0.03,37,3292,0,1,0.00,0.03,36,3240,0,3,0.00,0.08,38,2928,7,8,0.22,0.25,36,1851,1,1,0.05,0.05,35,3119,0,4,0.00,0.12,13,311,0,0,0.00,0.00,16,849,2,2,0.21,0.21,36,3194,32,2785,0,6,0.00,0.19,23,1349,3,2,0.20,0.13,17,1394,1,1,0.06,0.06,18,1302,0,0,0.00,0.00,34,2967,4,0,0.12,0.00,37,3073,8,16,0.23,0.47,29,2430,9,11,0.33,0.41,34,2881,5,3,0.16,0.09,25,1963,21,6,0.96,0.28,29,1668,13,3,0.70,0.16
2017-08-13,Newcastle Utd,0 - 2,Tottenham,L,-11.000,0.000,11.000,-33.000,-20.200,-32.000,-22.000,0.000,0.000,-0.840,-0.580,-175.000,-56.000,0.600,-4.610,-1.480,-0.030,-0.070,11.000,0.290,15.000,8.000,-0.035,-7.000,-18.400,-10.500,-147.000,-782.000,-842.000,-309.000,-8.130,-253.000,-9.000,-15.000,4.000,-55.000,-1.440,-40.000,-2.000,-2.000,-1.000,-8.000,201.000,47.000,-1.000,-7650.000,-48.000,16,1440,20,1746,2,1,0.10,0.05,20,1602,0,0,0.00,0.00,21,1758,0,1,0.00,0.05,24,2103,0,2,0.00,0.09,30,2270,1,3,0.04,0.12,35,2804,3,5,0.10,0.16,26,1374,1,0,0.07,0.00,36,2492,8,5,0.29,0.18,28,1784,2,2,0.10,0.10,35,1958,6,3,0.28,0.14,36,3240,14,1178,0,0,0.00,0.00,36,3203,0,0,0.00,0.00,29,2324,2,6,0.08,0.23,3,189,0,2,0.00,0.95,34,2824,0,2,0.00,0.06,32,1386,1,1,0.06,0.06,28,1879,0,0,0.00,0.00,36,2958,9,10,0.27,0.30,37,3218,10,10,0.28,0.28,37,3076,30,2,0.88,0.06
2017-08-13,Manchester Utd,4 - 0,West Ham,W,15.000,-6.000,-9.000,39.000,9.800,19.000,24.000,0.000,0.000,0.500,0.630,146.000,43.000,-1.400,3.840,1.130,0.010,0.030,-40.000,-1.050,-39.000,-2.000,0.157,9.000,23.700,8.400,106.000,385.000,519.000,259.000,6.810,234.000,16.000,22.000,5.000,44.000,1.160,35.000,3.000,2.000,-1.000,-17.000,-50.000,-15.000,-2.000,5698.000,-18.000,37,3330,13,1001,1,0,0.09,0.00,23,1973,0,0,0.00,0.00,7,362,0,0,0.00,0.00,31,2740,3,1,0.10,0.03,27,2148,6,10,0.25,0.42,36,3118,1,1,0.03,0.03,28,1922,3,5,0.14,0.23,34,2867,16,7,0.50,0.22,35,1813,7,5,0.35,0.25,19,1710,17,1452,0,0,0.00,0.00,37,3289,0,1,0.00,0.03,32,2880,1,0,0.03,0.00,21,1563,2,0,0.12,0.00,29,2400,4,0,0.15,0.00,27,1870,0,3,0.00,0.14,14,845,0,1,0.00,0.11,11,794,2,4,0.23,0.45,28,1548,8,0,0.47,0.00,12,950,0,2,0.00,0.19,31,2313,11,6,0.43,0.23
