Date,Home,Score,Away,Result,W,D,L,Pts,Poss,Gls,Ast,CrdY,CrdR,GlsPer90,AstPer90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,GA,GA90,SoTA,Saves,Save%,CS,CS%,Cmp%,KP,1/3,Prog,SCA,SCA90,PassLiveSCA,DribSCA,ShSCA,DefSCA,GCA,GCA90,PassLiveGCA,DribGCA,ShGCA,DefGCA,TklW,Blocks,Int,Err,Live,Miscon,MP_1_Home,Min_1_Home,MP_2_Home,Min_2_Home,Gls_2_Home,Ast_2_Home,GlsPer90_2_Home,AstPer90_2_Home,MP_3_Home,Min_3_Home,Gls_3_Home,Ast_3_Home,GlsPer90_3_Home,AstPer90_3_Home,MP_4_Home,Min_4_Home,Gls_4_Home,Ast_4_Home,GlsPer90_4_Home,AstPer90_4_Home,MP_5_Home,Min_5_Home,Gls_5_Home,Ast_5_Home,GlsPer90_5_Home,AstPer90_5_Home,MP_6_Home,Min_6_Home,Gls_6_Home,Ast_6_Home,GlsPer90_6_Home,AstPer90_6_Home,MP_7_Home,Min_7_Home,Gls_7_Home,Ast_7_Home,GlsPer90_7_Home,AstPer90_7_Home,MP_8_Home,Min_8_Home,Gls_8_Home,Ast_8_Home,GlsPer90_8_Home,AstPer90_8_Home,MP_9_Home,Min_9_Home,Gls_9_Home,Ast_9_Home,GlsPer90_9_Home,AstPer90_9_Home,MP_10_Home,Min_10_Home,Gls_10_Home,Ast_10_Home,GlsPer90_10_Home,AstPer90_10_Home,MP_11_Home,Min_11_Home,Gls_11_Home,Ast_11_Home,GlsPer90_11_Home,AstPer90_11_Home,MP_1_Away,Min_1_Away,MP_2_Away,Min_2_Away,Gls_2_Away,Ast_2_Away,GlsPer90_2_Away,AstPer90_2_Away,MP_3_Away,Min_3_Away,Gls_3_Away,Ast_3_Away,GlsPer90_3_Away,AstPer90_3_Away,MP_4_Away,Min_4_Away,Gls_4_Away,Ast_4_Away,GlsPer90_4_Away,AstPer90_4_Away,MP_5_Away,Min_5_Away,Gls_5_Away,Ast_5_Away,GlsPer90_5_Away,AstPer90_5_Away,MP_6_Away,Min_6_Away,Gls_6_Away,Ast_6_Away,GlsPer90_6_Away,AstPer90_6_Away,MP_7_Away,Min_7_Away,Gls_7_Away,Ast_7_Away,GlsPer90_7_Away,AstPer90_7_Away,MP_8_Away,Min_8_Away,Gls_8_Away,Ast_8_Away,GlsPer90_8_Away,AstPer90_8_Away,MP_9_Away,Min_9_Away,Gls_9_Away,Ast_9_Away,GlsPer90_9_Away,AstPer90_9_Away,MP_10_Away,Min_10_Away,Gls_10_Away,Ast_10_Away,GlsPer90_10_Away,AstPer90_10_Away,MP_11_Away,Min_11_Away,Gls_11_Away,Ast_11_Away,GlsPer90_11_Away,AstPer90_11_Away
2015-08-08,Manchester Utd,1 - 0,Tottenham,W,0.000,-4.000,4.000,-4.000,1.100,-22.000,-19.000,0.000,0.000,-0.580,-0.500,0.000,-106.000,0.000,0.000,-2.790,0.000,0.050,0.000,0.000,-1.000,-1.000,-0.003,5.000,13.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,360,35,3150,0,1,0.00,0.03,35,3114,1,1,0.03,0.03,18,1065,1,2,0.08,0.17,5,450,0,1,0.00,0.20,28,1924,1,0,0.05,0.00,29,1484,2,0,0.12,0.00,38,2889,6,5,0.19,0.16,28,1972,0,0,0.00,0.00,29,2205,1,0,0.04,0.00,28,2406,8,6,0.30,0.22,1,90,33,2941,1,3,0.03,0.09,38,3419,4,2,0.11,0.05,29,2594,0,0,0.00,0.00,17,1291,0,2,0.00,0.14,5,170,0,0,0.00,0.00,37,3263,3,2,0.08,0.06,29,2265,3,1,0.12,0.04,29,947,3,2,0.29,0.19,35,2933,6,13,0.18,0.40,38,3361,25,1,0.67,0.03
2015-08-08,Norwich City,1 - 3,Crystal Palace,L,-2.000,-2.000,4.000,-8.000,0.200,0.000,6.000,0.000,0.000,0.000,0.160,0.000,-23.000,0.000,0.000,-0.610,0.000,0.060,16.000,0.420,-3.000,-19.000,-0.102,-3.000,-7.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27,2430,8,661,1,0,0.14,0.00,30,2698,3,0,0.10,0.00,32,2790,1,0,0.03,0.00,4,154,0,0,0.00,0.00,21,1287,0,1,0.00,0.07,36,2951,3,4,0.09,0.12,36,2984,3,2,0.09,0.06,30,1991,4,8,0.18,0.36,23,1949,2,0,0.09,0.00,6,250,1,0,0.36,0.00,7,630,30,2691,2,1,0.07,0.03,35,3150,5,1,0.14,0.03,34,3015,0,1,0.00,0.03,32,2880,2,3,0.06,0.09,33,2689,5,1,0.17,0.03,34,2488,2,1,0.07,0.04,28,2185,2,2,0.08,0.08,20,803,0,0,0.00,0.00,31,2615,2,3,0.07,0.10,19,676,3,0,0.40,0.00
2015-08-08,Leicester City,4 - 2,Sunderland,W,14.000,0.000,-14.000,42.000,1.600,24.000,13.000,0.000,0.000,0.630,0.340,0.000,6.000,0.000,0.000,0.160,0.000,0.080,-26.000,-0.680,-77.000,-51.000,0.026,8.000,21.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38,3420,12,657,1,0,0.14,0.00,38,3420,2,0,0.05,0.00,35,3150,3,0,0.09,0.00,24,1387,1,2,0.06,0.13,35,3033,3,7,0.09,0.21,25,1062,2,1,0.17,0.08,38,2749,2,6,0.07,0.20,37,3034,17,11,0.50,0.33,36,3133,24,6,0.69,0.17,36,2054,5,0,0.22,0.00,17,1530,24,2032,1,1,0.04,0.04,33,2970,4,3,0.12,0.09,23,2009,0,1,0.00,0.04,16,1229,0,3,0.00,0.22,31,2210,0,0,0.00,0.00,18,554,0,1,0.00,0.16,22,1169,1,0,0.08,0.00,19,1148,2,5,0.16,0.39,20,1294,3,3,0.21,0.21,33,2550,15,1,0.53,0.04
2015-08-08,Bournemouth,0 - 1,Aston Villa,L,8.000,1.000,-9.000,25.000,4.800,19.000,9.000,0.000,0.000,0.500,0.240,0.000,33.000,0.000,0.000,0.870,0.000,0.080,-9.000,-0.240,-34.000,-25.000,-0.032,1.000,2.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32,2880,38,3387,0,4,0.00,0.11,36,3195,4,0,0.11,0.00,12,1013,1,0,0.09,0.00,37,3285,3,5,0.08,0.14,34,2444,3,1,0.11,0.04,38,3420,0,3,0.00,0.08,26,1337,3,2,0.20,0.13,37,2973,4,6,0.12,0.18,13,771,5,0,0.58,0.00,31,1913,6,2,0.28,0.09,28,2520,24,2044,1,1,0.04,0.04,18,1442,1,0,0.06,0.00,31,2417,1,0,0.04,0.00,10,837,0,2,0.00,0.22,35,3071,0,1,0.00,0.03,32,2717,2,2,0.07,0.07,25,1820,0,5,0.00,0.25,27,1595,2,0,0.11,0.00,15,1031,1,2,0.09,0.17,30,2349,7,0,0.27,0.00
2015-08-08,Everton,2 - 2,Watford,D,-1.000,5.000,-4.000,2.000,6.800,18.000,26.000,0.000,0.000,0.470,0.690,0.000,35.000,0.000,0.000,0.920,0.000,0.070,5.000,0.130,56.000,51.000,0.100,-1.000,-2.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25,2250,33,2779,0,0,0.00,0.00,21,1850,0,0,0.00,0.00,28,2383,1,3,0.04,0.11,15,1220,0,1,0.00,0.07,23,1013,4,2,0.36,0.18,22,1612,2,4,0.11,0.22,29,2429,2,2,0.07,0.07,33,2837,0,1,0.00,0.03,38,3075,8,8,0.23,0.23,37,3169,18,6,0.51,0.17,38,3396,32,2469,0,1,0.00,0.04,21,1778,2,0,0.10,0.00,35,3034,1,0,0.03,0.00,11,945,1,0,0.10,0.00,27,2007,0,0,0.00,0.00,21,1279,0,1,0.00,0.07,3,131,1,0,0.69,0.00,28,1686,0,1,0.00,0.05,33,2814,0,1,0.00,0.03,38,3291,13,7,0.36,0.19
2015-08-08,Chelsea,2 - 2,Swansea City,D,0.000,3.000,-3.000,3.000,3.700,14.000,15.000,0.000,0.000,0.370,0.390,0.000,37.000,0.000,0.000,0.980,0.000,0.030,1.000,0.030,7.000,6.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23,2020,33,2916,2,2,0.06,0.06,23,1957,2,1,0.09,0.05,24,1988,1,0,0.05,0.00,37,3199,2,3,0.06,0.08,37,2895,5,7,0.16,0.22,27,1769,3,3,0.15,0.15,31,2191,4,3,0.16,0.12,33,2415,2,2,0.07,0.07,35,2739,5,6,0.16,0.20,28,2373,12,6,0.46,0.23,37,3330,34,2947,0,1,0.00,0.03,36,3240,2,1,0.06,0.03,27,1769,0,3,0.00,0.15,32,2880,1,1,0.03,0.03,28,1850,2,1,0.10,0.05,16,1216,1,2,0.07,0.15,34,2925,12,2,0.37,0.06,23,1355,0,2,0.00,0.13,36,2914,11,3,0.34,0.09,33,1703,6,0,0.32,0.00
2015-08-09,Arsenal,0 - 2,West Ham,L,4.000,-3.000,-1.000,9.000,9.900,-2.000,15.000,0.000,0.000,-0.050,0.390,0.000,24.000,0.000,0.000,0.640,0.000,-0.030,-15.000,-0.390,-14.000,1.000,0.072,7.000,18.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34,3060,2,142,0,0,0.00,0.00,24,2048,0,0,0.00,0.00,33,2845,4,0,0.13,0.00,37,3249,0,3,0.00,0.08,35,3035,6,19,0.18,0.56,22,926,1,0,0.10,0.00,31,2623,5,4,0.17,0.14,15,1291,0,3,0.00,0.21,26,1644,0,0,0.00,0.00,38,2429,16,6,0.59,0.22,32,2880,24,2135,1,1,0.04,0.04,37,3314,2,4,0.05,0.11,25,1961,0,0,0.00,0.00,28,2326,0,0,0.00,0.00,34,3007,5,2,0.15,0.06,15,788,3,0,0.34,0.00,37,3196,7,4,0.20,0.11,7,212,0,0,0.00,0.00,21,1519,5,1,0.30,0.06,30,2568,9,12,0.32,0.42
2015-08-09,Newcastle Utd,2 - 2,Southampton,D,-9.000,1.000,8.000,-26.000,-2.600,-15.000,-11.000,0.000,0.000,-0.400,-0.290,0.000,-15.000,0.000,0.000,-0.390,0.000,-0.060,24.000,0.630,45.000,21.000,-0.057,-4.000,-10.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8,720,26,2292,1,0,0.04,0.00,33,2923,0,0,0.00,0.00,7,555,0,0,0.00,0.00,32,2752,2,4,0.07,0.13,29,2387,1,1,0.04,0.04,38,3163,11,5,0.31,0.14,37,3217,1,7,0.03,0.20,28,2101,1,3,0.04,0.13,5,279,0,1,0.00,0.32,21,1067,3,0,0.25,0.00,17,1530,24,1965,0,2,0.00,0.09,20,1020,1,0,0.09,0.00,37,3166,2,1,0.06,0.03,14,1067,0,1,0.00,0.08,34,2602,5,3,0.17,0.10,12,351,0,0,0.00,0.00,37,2597,11,6,0.38,0.21,34,2279,8,12,0.32,0.47,30,2498,1,1,0.04,0.04,30,2175,11,6,0.46,0.25
2015-08-09,Stoke City,0 - 1,Liverpool,L,-2.000,-3.000,5.000,-9.000,-7.500,-22.000,-21.000,0.000,0.000,-0.580,-0.560,0.000,-72.000,0.000,0.000,-1.900,0.000,-0.020,5.000,0.130,45.000,40.000,0.071,-1.000,-2.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31,2790,35,3095,0,1,0.00,0.03,15,1114,0,0,0.00,0.00,25,2184,0,3,0.00,0.12,30,2359,0,0,0.00,0.00,37,3166,0,1,0.00,0.03,31,2102,2,2,0.09,0.09,17,755,0,0,0.00,0.00,22,1044,1,1,0.09,0.09,27,1728,5,3,0.26,0.16,26,1278,5,1,0.35,0.07,34,3060,33,2970,1,0,0.03,0.00,24,1896,0,0,0.00,0.00,5,437,0,1,0.00,0.21,22,1885,1,0,0.05,0.00,28,2409,5,11,0.19,0.41,26,1996,8,5,0.36,0.23,17,1290,2,3,0.14,0.21,30,2107,4,6,0.17,0.26,27,1178,1,2,0.08,0.15,29,1529,9,3,0.53,0.18
2015-08-10,West Brom,0 - 3,Manchester City,L,-9.000,4.000,5.000,-23.000,-17.100,-39.000,-28.000,0.000,0.000,-1.030,-0.730,0.000,-102.000,0.000,0.000,-2.690,0.000,-0.020,7.000,0.180,30.000,23.000,0.018,-5.000,-13.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23,2070,13,964,0,0,0.00,0.00,2,180,0,0,0.00,0.00,22,1800,0,3,0.00,0.15,38,3384,4,0,0.11,0.00,18,1338,3,3,0.20,0.20,34,2038,3,3,0.13,0.13,35,2413,2,2,0.07,0.07,38,3374,1,3,0.03,0.08,19,625,1,1,0.14,0.14,31,1746,4,0,0.21,0.00,35,3109,28,2448,0,3,0.00,0.11,14,1179,2,0,0.15,0.00,29,2283,3,3,0.12,0.12,23,2009,0,0,0.00,0.00,31,1920,6,2,0.28,0.09,34,2282,0,7,0.00,0.28,24,1791,2,11,0.10,0.55,33,2729,2,2,0.07,0.07,32,2325,6,5,0.23,0.19,26,1226,4,3,0.29,0.22
